doc_id,page_index,page_type,has_music,quality_comment,image_path,has_music_pred,has_music_score
rsl01004469137,171,music,1,,outputs\pages\rsl01004469137\page_171.png,1,1.0
rsl01004469137,172,music,1,,outputs\pages\rsl01004469137\page_172.png,1,1.0
rsl01004469137,173,music,1,,outputs\pages\rsl01004469137\page_173.png,1,1.0
rsl01004469137,174,music,1,,outputs\pages\rsl01004469137\page_174.png,1,1.0
rsl01004469137,175,music,1,,outputs\pages\rsl01004469137\page_175.png,1,1.0
rsl01004469137,176,music,1,,outputs\pages\rsl01004469137\page_176.png,1,1.0
rsl01004469137,177,music,1,,outputs\pages\rsl01004469137\page_177.png,1,1.0
rsl01004469137,178,music,1,,outputs\pages\rsl01004469137\page_178.png,1,1.0
rsl01004469137,179,music,1,,outputs\pages\rsl01004469137\page_179.png,1,1.0
rsl01004469137,180,music,1,,outputs\pages\rsl01004469137\page_180.png,1,1.0
rsl01004469137,181,music,1,,outputs\pages\rsl01004469137\page_181.png,1,1.0
rsl01004469137,182,music,1,,outputs\pages\rsl01004469137\page_182.png,1,1.0
rsl01004469137,183,music,1,,outputs\pages\rsl01004469137\page_183.png,1,1.0
rsl01004469137,184,music,1,,outputs\pages\rsl01004469137\page_184.png,1,1.0
rsl01004469137,185,music,1,,outputs\pages\rsl01004469137\page_185.png,1,1.0
rsl01004469137,186,music,1,,outputs\pages\rsl01004469137\page_186.png,1,1.0
rsl01004469137,187,music,1,,outputs\pages\rsl01004469137\page_187.png,1,1.0
rsl01004469137,188,music,1,,outputs\pages\rsl01004469137\page_188.png,1,1.0
rsl01004469137,189,music,1,,outputs\pages\rsl01004469137\page_189.png,1,1.0
rsl01004469137,190,music,1,,outputs\pages\rsl01004469137\page_190.png,1,1.0
rsl01004469137,191,music,1,,outputs\pages\rsl01004469137\page_191.png,1,1.0
rsl01004469137,192,music,1,,outputs\pages\rsl01004469137\page_192.png,1,1.0
rsl01004469137,193,music,1,,outputs\pages\rsl01004469137\page_193.png,1,1.0
rsl01004469137,194,music,1,,outputs\pages\rsl01004469137\page_194.png,1,1.0
rsl01004469137,195,music,1,,outputs\pages\rsl01004469137\page_195.png,1,1.0
rsl01004469137,196,music,1,,outputs\pages\rsl01004469137\page_196.png,1,1.0
rsl01004469137,197,music,1,,outputs\pages\rsl01004469137\page_197.png,1,1.0
rsl01004469137,198,music,1,,outputs\pages\rsl01004469137\page_198.png,1,1.0
rsl01004469137,199,music,1,,outputs\pages\rsl01004469137\page_199.png,1,0.9945
rsl01004469137,200,music,1,,outputs\pages\rsl01004469137\page_200.png,1,1.0
rsl01004469137,201,music,1,,outputs\pages\rsl01004469137\page_201.png,1,1.0
rsl01004469137,202,music,1,,outputs\pages\rsl01004469137\page_202.png,1,1.0
rsl01004469137,203,music,1,,outputs\pages\rsl01004469137\page_203.png,1,1.0
rsl01004469137,204,music,1,,outputs\pages\rsl01004469137\page_204.png,1,1.0
rsl01004469137,205,music,1,,outputs\pages\rsl01004469137\page_205.png,1,1.0
rsl01004469137,206,music,1,,outputs\pages\rsl01004469137\page_206.png,1,1.0
rsl01004469137,207,music,1,,outputs\pages\rsl01004469137\page_207.png,1,1.0
rsl01004469137,208,music,1,,outputs\pages\rsl01004469137\page_208.png,1,1.0
rsl01004469137,209,music,1,,outputs\pages\rsl01004469137\page_209.png,1,1.0
rsl01004469137,210,music,1,,outputs\pages\rsl01004469137\page_210.png,1,1.0
rsl01004469137,211,music,1,,outputs\pages\rsl01004469137\page_211.png,1,1.0
rsl01004469137,212,music,1,,outputs\pages\rsl01004469137\page_212.png,1,1.0
rsl01004469137,213,music,1,,outputs\pages\rsl01004469137\page_213.png,1,1.0
rsl01004469137,214,music,1,,outputs\pages\rsl01004469137\page_214.png,1,1.0
rsl01004469137,215,music,1,,outputs\pages\rsl01004469137\page_215.png,1,1.0
rsl01004469137,216,music,1,,outputs\pages\rsl01004469137\page_216.png,1,1.0
rsl01004469137,217,music,1,,outputs\pages\rsl01004469137\page_217.png,1,1.0
rsl01004469137,218,music,1,,outputs\pages\rsl01004469137\page_218.png,1,1.0
rsl01004469137,219,music,1,,outputs\pages\rsl01004469137\page_219.png,1,1.0
rsl01004469137,220,music,1,,outputs\pages\rsl01004469137\page_220.png,1,1.0
rsl01004469137,221,music,1,,outputs\pages\rsl01004469137\page_221.png,1,1.0
rsl01004469137,222,music,1,,outputs\pages\rsl01004469137\page_222.png,1,1.0
rsl01004469137,223,music,1,,outputs\pages\rsl01004469137\page_223.png,1,1.0
rsl01004469137,224,music,1,,outputs\pages\rsl01004469137\page_224.png,1,1.0
rsl01004469137,225,music,1,,outputs\pages\rsl01004469137\page_225.png,1,1.0
rsl01004469137,226,music,1,,outputs\pages\rsl01004469137\page_226.png,1,1.0
rsl01004469137,227,music,1,,outputs\pages\rsl01004469137\page_227.png,1,1.0
rsl01004469137,228,music,1,,outputs\pages\rsl01004469137\page_228.png,1,1.0
rsl01004469137,229,music,1,,outputs\pages\rsl01004469137\page_229.png,1,1.0
rsl01004469137,230,music,1,,outputs\pages\rsl01004469137\page_230.png,1,1.0
rsl01004469137,231,music,1,,outputs\pages\rsl01004469137\page_231.png,1,1.0
rsl01004469137,232,music,1,,outputs\pages\rsl01004469137\page_232.png,1,1.0
rsl01004469137,233,music,1,,outputs\pages\rsl01004469137\page_233.png,1,1.0
rsl01004469137,234,music,1,,outputs\pages\rsl01004469137\page_234.png,1,1.0
rsl01004469137,235,music,1,,outputs\pages\rsl01004469137\page_235.png,1,1.0
rsl01004469137,236,music,1,,outputs\pages\rsl01004469137\page_236.png,1,1.0
rsl01004469137,237,music,1,,outputs\pages\rsl01004469137\page_237.png,1,1.0
rsl01004469137,238,music,1,,outputs\pages\rsl01004469137\page_238.png,1,1.0
rsl01004469137,239,music,1,,outputs\pages\rsl01004469137\page_239.png,1,1.0
rsl01004469137,240,music,1,,outputs\pages\rsl01004469137\page_240.png,1,1.0
rsl01004469137,241,music,1,,outputs\pages\rsl01004469137\page_241.png,1,1.0
rsl01004469137,242,music,1,,outputs\pages\rsl01004469137\page_242.png,1,1.0
rsl01004469137,243,music,1,,outputs\pages\rsl01004469137\page_243.png,1,1.0
rsl01004469137,244,music,1,,outputs\pages\rsl01004469137\page_244.png,1,1.0
rsl01004469137,245,music,1,,outputs\pages\rsl01004469137\page_245.png,1,1.0
rsl01004469137,246,music,1,,outputs\pages\rsl01004469137\page_246.png,1,1.0
rsl01004469137,247,music,1,,outputs\pages\rsl01004469137\page_247.png,1,1.0
rsl01004469137,248,music,1,,outputs\pages\rsl01004469137\page_248.png,1,1.0
rsl01004469137,249,music,1,,outputs\pages\rsl01004469137\page_249.png,1,1.0
rsl01004469137,250,music,1,,outputs\pages\rsl01004469137\page_250.png,1,1.0
rsl01004469137,251,music,1,,outputs\pages\rsl01004469137\page_251.png,1,1.0
rsl01004469137,252,music,1,,outputs\pages\rsl01004469137\page_252.png,1,1.0
rsl01004469137,253,music,1,,outputs\pages\rsl01004469137\page_253.png,1,1.0
rsl01004469137,254,music,1,,outputs\pages\rsl01004469137\page_254.png,1,1.0
rsl01004469137,255,music,1,,outputs\pages\rsl01004469137\page_255.png,1,1.0
rsl01004469137,256,music,1,,outputs\pages\rsl01004469137\page_256.png,1,1.0
rsl01004469137,257,music,1,,outputs\pages\rsl01004469137\page_257.png,1,1.0
rsl01004469137,258,music,1,,outputs\pages\rsl01004469137\page_258.png,1,1.0
rsl01004469137,259,music,1,,outputs\pages\rsl01004469137\page_259.png,1,1.0
rsl01004469137,260,music,1,,outputs\pages\rsl01004469137\page_260.png,1,1.0
rsl01004469137,261,music,1,,outputs\pages\rsl01004469137\page_261.png,1,1.0
rsl01004469137,262,music,1,,outputs\pages\rsl01004469137\page_262.png,1,1.0
rsl01004469137,263,music,1,,outputs\pages\rsl01004469137\page_263.png,1,1.0
rsl01004469137,264,music,1,,outputs\pages\rsl01004469137\page_264.png,1,1.0
rsl01004469137,265,music,1,,outputs\pages\rsl01004469137\page_265.png,1,1.0
rsl01004469137,266,music,1,,outputs\pages\rsl01004469137\page_266.png,1,1.0
rsl01004469137,267,music,1,,outputs\pages\rsl01004469137\page_267.png,1,1.0
rsl01004469137,268,music,1,,outputs\pages\rsl01004469137\page_268.png,1,1.0
rsl01004469137,269,music,1,,outputs\pages\rsl01004469137\page_269.png,1,1.0
rsl01004469137,270,music,1,,outputs\pages\rsl01004469137\page_270.png,1,1.0
rsl01004469137,271,music,1,,outputs\pages\rsl01004469137\page_271.png,1,1.0
rsl01004470876,1,unknown,0,,outputs\pages\rsl01004470876\page_001.png,0,0.1448
rsl01004470876,2,music,1,,outputs\pages\rsl01004470876\page_002.png,1,1.0
rsl01004470876,3,music,1,,outputs\pages\rsl01004470876\page_003.png,1,1.0
rsl01004470876,4,music,1,,outputs\pages\rsl01004470876\page_004.png,1,1.0
rsl01004470876,5,music,1,,outputs\pages\rsl01004470876\page_005.png,1,1.0
