doc_id,page_index,page_type,has_music,quality_comment,image_path,has_music_pred,has_music_score,validation_source,needs_review,review_reason,priority_group
rsl01004472537,169,music,1,,outputs\pages\rsl01004472537\page_169.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004472537,192,music,1,,outputs\pages\rsl01004472537\page_192.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004472537,196,music,1,,outputs\pages\rsl01004472537\page_196.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004472537,204,music,1,,outputs\pages\rsl01004472537\page_204.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004472537,205,music,1,,outputs\pages\rsl01004472537\page_205.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004472988,1,unknown,0,,outputs\pages\rsl01004472988\page_001.png,0,0.3602,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004472988,2,music,1,,outputs\pages\rsl01004472988\page_002.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01004472988,3,music,1,,outputs\pages\rsl01004472988\page_003.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004472988,5,unknown,0,,outputs\pages\rsl01004472988\page_005.png,0,0.2488,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01004472988,10,unknown,0,,outputs\pages\rsl01004472988\page_010.png,0,0.3597,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01004472988,11,music,1,,outputs\pages\rsl01004472988\page_011.png,1,0.8961,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01004472988,13,music,1,,outputs\pages\rsl01004472988\page_013.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01004472988,14,unknown,0,,outputs\pages\rsl01004472988\page_014.png,0,0.3536,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01004472988,17,music,1,,outputs\pages\rsl01004472988\page_017.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004472988,18,music,1,,outputs\pages\rsl01004472988\page_018.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;last_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004473008,1,unknown,0,,outputs\pages\rsl01004473008\page_001.png,0,0.147,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004473008,2,unknown,0,,outputs\pages\rsl01004473008\page_002.png,0,0.1125,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004473008,12,music,1,,outputs\pages\rsl01004473008\page_012.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004473008,33,music,1,,outputs\pages\rsl01004473008\page_033.png,1,1.0,template_prediction,1,template_prediction;random_confident_music,random_confident_music
rsl01004473008,46,music,1,,outputs\pages\rsl01004473008\page_046.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004473008,47,music,1,,outputs\pages\rsl01004473008\page_047.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004473008,55,music,1,,outputs\pages\rsl01004473008\page_055.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004473008,56,music,1,,outputs\pages\rsl01004473008\page_056.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004473008,73,music,1,,outputs\pages\rsl01004473008\page_073.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004473008,76,music,1,,outputs\pages\rsl01004473008\page_076.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004473008,79,music,1,,outputs\pages\rsl01004473008\page_079.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004473008,80,music,1,,outputs\pages\rsl01004473008\page_080.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004473064,1,music,1,,outputs\pages\rsl01004473064\page_001.png,1,0.827,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004473064,2,music,1,,outputs\pages\rsl01004473064\page_002.png,1,0.9929,template_prediction,1,template_prediction;first_2_pages;random_confident_music,boundary_pages
rsl01004473064,3,music,1,,outputs\pages\rsl01004473064\page_003.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;last_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004473064,4,music,1,,outputs\pages\rsl01004473064\page_004.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004473106,1,music,1,,outputs\pages\rsl01004473106\page_001.png,1,0.8199,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004473106,2,music,1,,outputs\pages\rsl01004473106\page_002.png,1,1.0,template_prediction,1,template_prediction;first_2_pages;last_2_pages,boundary_pages
rsl01004473106,3,music,1,,outputs\pages\rsl01004473106\page_003.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004473127,1,unknown,0,,outputs\pages\rsl01004473127\page_001.png,0,0.4351,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004473127,2,music,1,,outputs\pages\rsl01004473127\page_002.png,1,1.0,template_prediction,1,template_prediction;first_2_pages;last_2_pages,boundary_pages
rsl01004473921,1,unknown,0,,outputs\pages\rsl01004473921\page_001.png,0,0.0801,template_prediction,1,template_prediction;unknown;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004473921,2,music,1,,outputs\pages\rsl01004473921\page_002.png,1,0.9139,template_prediction,1,template_prediction;first_2_pages;last_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004473921,3,music,1,,outputs\pages\rsl01004473921\page_003.png,1,0.8487,template_prediction,1,template_prediction;uncertain_score;last_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004475459,1,music,1,,outputs\pages\rsl01004475459\page_001.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004475459,2,unknown,0,,outputs\pages\rsl01004475459\page_002.png,0,0.1128,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004475459,17,music,1,,outputs\pages\rsl01004475459\page_017.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004475459,20,music,1,,outputs\pages\rsl01004475459\page_020.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004475459,21,music,1,,outputs\pages\rsl01004475459\page_021.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004475471,1,unknown,0,,outputs\pages\rsl01004475471\page_001.png,0,0.3421,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004475471,2,unknown,0,,outputs\pages\rsl01004475471\page_002.png,0,0.1086,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004475471,3,music,1,,outputs\pages\rsl01004475471\page_003.png,1,0.876,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01004475471,6,music,1,,outputs\pages\rsl01004475471\page_006.png,1,0.82,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01004475471,7,music,1,,outputs\pages\rsl01004475471\page_007.png,1,0.8618,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01004475471,9,music,1,,outputs\pages\rsl01004475471\page_009.png,1,0.801,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01004475471,10,unknown,0,,outputs\pages\rsl01004475471\page_010.png,0,0.0352,template_prediction,1,template_prediction;unknown,unknown
rsl01004475471,11,unknown,0,,outputs\pages\rsl01004475471\page_011.png,0,0.0,template_prediction,1,template_prediction;unknown,unknown
rsl01004475471,12,music,1,,outputs\pages\rsl01004475471\page_012.png,1,0.7879,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01004475471,13,music,1,,outputs\pages\rsl01004475471\page_013.png,1,0.8454,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01004475471,24,music,1,,outputs\pages\rsl01004475471\page_024.png,1,1.0,template_prediction,1,template_prediction;random_confident_music,random_confident_music
rsl01004475471,37,music,1,,outputs\pages\rsl01004475471\page_037.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004475471,46,music,1,,outputs\pages\rsl01004475471\page_046.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004475471,47,music,1,,outputs\pages\rsl01004475471\page_047.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004475472,1,music,1,,outputs\pages\rsl01004475472\page_001.png,1,0.696,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004475472,2,music,1,,outputs\pages\rsl01004475472\page_002.png,1,0.7151,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004475472,3,unknown,0,,outputs\pages\rsl01004475472\page_003.png,0,0.1436,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01004475472,5,unknown,0,,outputs\pages\rsl01004475472\page_005.png,0,0.0,template_prediction,1,template_prediction;unknown,unknown
rsl01004475472,8,music,1,,outputs\pages\rsl01004475472\page_008.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004475472,11,music,1,,outputs\pages\rsl01004475472\page_011.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004475472,18,music,1,,outputs\pages\rsl01004475472\page_018.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01004475472,31,music,1,,outputs\pages\rsl01004475472\page_031.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004475472,32,music,1,,outputs\pages\rsl01004475472\page_032.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004476611,1,unknown,0,,outputs\pages\rsl01004476611\page_001.png,0,0.2527,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004476611,2,music,1,,outputs\pages\rsl01004476611\page_002.png,1,0.9828,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01004476611,4,music,1,,outputs\pages\rsl01004476611\page_004.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004476611,5,music,1,,outputs\pages\rsl01004476611\page_005.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004477222,1,music,1,,outputs\pages\rsl01004477222\page_001.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01004477222,2,music,1,,outputs\pages\rsl01004477222\page_002.png,1,0.8727,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01004477222,3,music,1,,outputs\pages\rsl01004477222\page_003.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages;random_confident_music
rsl01004477222,4,music,1,,outputs\pages\rsl01004477222\page_004.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004477659,1,unknown,0,,outputs\pages\rsl01004477659\page_001.png,0,0.2863,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01004477659,2,music,1,,outputs\pages\rsl01004477659\page_002.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01004477659,7,music,1,,outputs\pages\rsl01004477659\page_007.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages;random_confident_music
rsl01004477659,8,music,1,,outputs\pages\rsl01004477659\page_008.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages;random_confident_music
rsl01004478004,1,music,1,,outputs\pages\rsl01004478004\page_001.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01004478004,2,music,1,,outputs\pages\rsl01004478004\page_002.png,1,0.9876,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01004478004,3,music,1,,outputs\pages\rsl01004478004\page_003.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01004478004,4,music,1,,outputs\pages\rsl01004478004\page_004.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01010549152,1,music,1,,outputs\pages\rsl01010549152\page_001.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages;random_confident_music
rsl01010549152,2,music,1,,outputs\pages\rsl01010549152\page_002.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01010549152,3,unknown,0,,outputs\pages\rsl01010549152\page_003.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,4,unknown,0,,outputs\pages\rsl01010549152\page_004.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,5,unknown,0,,outputs\pages\rsl01010549152\page_005.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,6,unknown,0,,outputs\pages\rsl01010549152\page_006.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,7,unknown,0,,outputs\pages\rsl01010549152\page_007.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,12,unknown,0,,outputs\pages\rsl01010549152\page_012.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,13,unknown,0,,outputs\pages\rsl01010549152\page_013.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,15,unknown,0,,outputs\pages\rsl01010549152\page_015.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,16,unknown,0,,outputs\pages\rsl01010549152\page_016.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,17,unknown,0,,outputs\pages\rsl01010549152\page_017.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,18,unknown,0,,outputs\pages\rsl01010549152\page_018.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,19,unknown,0,,outputs\pages\rsl01010549152\page_019.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,20,unknown,0,,outputs\pages\rsl01010549152\page_020.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,21,unknown,0,,outputs\pages\rsl01010549152\page_021.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,22,unknown,0,,outputs\pages\rsl01010549152\page_022.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,23,unknown,0,,outputs\pages\rsl01010549152\page_023.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,24,unknown,0,,outputs\pages\rsl01010549152\page_024.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,25,unknown,0,,outputs\pages\rsl01010549152\page_025.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,26,unknown,0,,outputs\pages\rsl01010549152\page_026.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,27,unknown,0,,outputs\pages\rsl01010549152\page_027.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,28,unknown,0,,outputs\pages\rsl01010549152\page_028.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,29,unknown,0,,outputs\pages\rsl01010549152\page_029.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01010549152,30,unknown,0,,outputs\pages\rsl01010549152\page_030.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01010549152,31,unknown,0,,outputs\pages\rsl01010549152\page_031.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01010590489,1,unknown,0,,outputs\pages\rsl01010590489\page_001.png,0,0.1696,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01010590489,2,unknown,0,,outputs\pages\rsl01010590489\page_002.png,0,0.0,template_prediction,1,template_prediction;unknown;first_2_pages,boundary_pages;unknown
rsl01010590489,3,unknown,0,,outputs\pages\rsl01010590489\page_003.png,0,0.0,template_prediction,1,template_prediction;unknown,unknown
rsl01010590489,4,unknown,0,,outputs\pages\rsl01010590489\page_004.png,0,0.0,template_prediction,1,template_prediction;unknown,unknown
rsl01010590489,5,unknown,0,,outputs\pages\rsl01010590489\page_005.png,0,0.0,template_prediction,1,template_prediction;unknown,unknown
rsl01010590489,6,unknown,0,,outputs\pages\rsl01010590489\page_006.png,0,0.0,template_prediction,1,template_prediction;unknown,unknown
rsl01010590489,7,music,1,,outputs\pages\rsl01010590489\page_007.png,1,0.9197,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,8,music,1,,outputs\pages\rsl01010590489\page_008.png,1,0.9307,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,9,music,1,,outputs\pages\rsl01010590489\page_009.png,1,0.9007,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,10,music,1,,outputs\pages\rsl01010590489\page_010.png,1,0.8691,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,11,music,1,,outputs\pages\rsl01010590489\page_011.png,1,0.9291,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,13,music,1,,outputs\pages\rsl01010590489\page_013.png,1,0.9456,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,14,music,1,,outputs\pages\rsl01010590489\page_014.png,1,0.6071,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,15,music,1,,outputs\pages\rsl01010590489\page_015.png,1,0.9364,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,18,music,1,,outputs\pages\rsl01010590489\page_018.png,1,0.9432,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,21,music,1,,outputs\pages\rsl01010590489\page_021.png,1,0.8251,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,22,music,1,,outputs\pages\rsl01010590489\page_022.png,1,0.8923,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,23,music,1,,outputs\pages\rsl01010590489\page_023.png,1,0.8917,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,25,music,1,,outputs\pages\rsl01010590489\page_025.png,1,0.9167,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,26,unknown,0,,outputs\pages\rsl01010590489\page_026.png,0,0.0,template_prediction,1,template_prediction;unknown,unknown
rsl01010590489,27,music,1,,outputs\pages\rsl01010590489\page_027.png,1,0.8853,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,28,music,1,,outputs\pages\rsl01010590489\page_028.png,1,0.8986,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,29,music,1,,outputs\pages\rsl01010590489\page_029.png,1,0.9096,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,30,music,1,,outputs\pages\rsl01010590489\page_030.png,1,0.9078,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,31,music,1,,outputs\pages\rsl01010590489\page_031.png,1,0.8539,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,34,music,1,,outputs\pages\rsl01010590489\page_034.png,1,0.9376,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,35,music,1,,outputs\pages\rsl01010590489\page_035.png,1,0.9113,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,36,music,1,,outputs\pages\rsl01010590489\page_036.png,1,0.9309,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,37,music,1,,outputs\pages\rsl01010590489\page_037.png,1,0.9302,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,39,unknown,0,,outputs\pages\rsl01010590489\page_039.png,0,0.0,template_prediction,1,template_prediction;unknown,unknown
rsl01010590489,40,music,1,,outputs\pages\rsl01010590489\page_040.png,1,0.9239,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,41,music,1,,outputs\pages\rsl01010590489\page_041.png,1,0.9324,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,42,music,1,,outputs\pages\rsl01010590489\page_042.png,1,0.9052,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,43,music,1,,outputs\pages\rsl01010590489\page_043.png,1,0.9211,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,47,music,1,,outputs\pages\rsl01010590489\page_047.png,1,0.8221,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,48,music,1,,outputs\pages\rsl01010590489\page_048.png,1,0.9241,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,49,music,1,,outputs\pages\rsl01010590489\page_049.png,1,0.9324,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,50,music,1,,outputs\pages\rsl01010590489\page_050.png,1,0.9485,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,51,music,1,,outputs\pages\rsl01010590489\page_051.png,1,0.9229,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,52,music,1,,outputs\pages\rsl01010590489\page_052.png,1,0.9343,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,53,music,1,,outputs\pages\rsl01010590489\page_053.png,1,0.9236,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,54,music,1,,outputs\pages\rsl01010590489\page_054.png,1,0.8128,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,55,music,1,,outputs\pages\rsl01010590489\page_055.png,1,0.933,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,58,music,1,,outputs\pages\rsl01010590489\page_058.png,1,0.9391,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,60,music,1,,outputs\pages\rsl01010590489\page_060.png,1,0.9469,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,61,unknown,0,,outputs\pages\rsl01010590489\page_061.png,0,0.0,template_prediction,1,template_prediction;unknown,unknown
rsl01010590489,62,music,1,,outputs\pages\rsl01010590489\page_062.png,1,0.9279,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,63,music,1,,outputs\pages\rsl01010590489\page_063.png,1,0.9453,template_prediction,1,template_prediction;low_confidence_music,uncertain
rsl01010590489,66,music,1,,outputs\pages\rsl01010590489\page_066.png,1,0.9767,template_prediction,1,template_prediction,random_confident_music
rsl01010590489,67,music,1,,outputs\pages\rsl01010590489\page_067.png,1,0.8953,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01010590489,68,unknown,0,,outputs\pages\rsl01010590489\page_068.png,0,0.0,template_prediction,1,template_prediction;unknown;last_2_pages,boundary_pages;unknown
rsl01010590489,69,unknown,0,,outputs\pages\rsl01010590489\page_069.png,0,0.0374,template_prediction,1,template_prediction;unknown;last_2_pages,boundary_pages;unknown
rsl01011321153,1,music,1,,outputs\pages\rsl01011321153\page_001.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01011321153,2,unknown,0,,outputs\pages\rsl01011321153\page_002.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01011321153,4,unknown,0,,outputs\pages\rsl01011321153\page_004.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01011321153,5,unknown,0,,outputs\pages\rsl01011321153\page_005.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01011371809,1,music,1,,outputs\pages\rsl01011371809\page_001.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01011371809,2,music,1,,outputs\pages\rsl01011371809\page_002.png,1,1.0,template_prediction,1,template_prediction;first_2_pages;last_2_pages,boundary_pages
rsl01011371809,3,music,1,,outputs\pages\rsl01011371809\page_003.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;last_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01011551237,1,unknown,0,,outputs\pages\rsl01011551237\page_001.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01011551237,2,music,1,,outputs\pages\rsl01011551237\page_002.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01011551237,3,music,1,,outputs\pages\rsl01011551237\page_003.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011551237,4,music,1,,outputs\pages\rsl01011551237\page_004.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011551237,5,music,1,,outputs\pages\rsl01011551237\page_005.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011551237,7,music,1,,outputs\pages\rsl01011551237\page_007.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011551237,10,music,1,,outputs\pages\rsl01011551237\page_010.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011551237,11,music,1,,outputs\pages\rsl01011551237\page_011.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011551237,12,music,1,,outputs\pages\rsl01011551237\page_012.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011551237,14,music,1,,outputs\pages\rsl01011551237\page_014.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01011551237,15,unknown,0,,outputs\pages\rsl01011551237\page_015.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
